Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.8881137371063232	0	14.183099	5.48573	35.0	8.0	14.183098591549296	5.485730167366323	1007	1007
1.4110498428344727	1	12.365853	3.355055	25.0	8.0	12.365853658536585	3.35505514156987	1014	2021
1.7543895244598389	2	11.269663	2.663798	21.0	8.0	11.269662921348315	2.6637982721468587	1003	3024
2.1324102878570557	3	10.520833	2.1983857	18.0	8.0	10.520833333333334	2.198385613479936	1010	4034
2.4807417392730713	4	10.0	1.7910669	18.0	8.0	10.0	1.7910669423779806	1010	5044
2.8442840576171875	5	9.682693	1.2954389	14.0	8.0	9.682692307692308	1.2954389149043348	1007	6051
3.2051007747650146	6	9.747573	0.93183655	13.0	8.0	9.74757281553398	0.9318365476273265	1004	7055
3.557356595993042	7	9.692307	1.160876	15.0	8.0	9.692307692307692	1.1608760209835824	1008	8063
3.926766872406006	8	9.580953	1.093539	14.0	8.0	9.58095238095238	1.0935390548119868	1006	9069
4.318608999252319	9	9.609524	1.0281304	15.0	8.0	9.60952380952381	1.028130416919474	1009	10078
4.652160406112671	10	9.266055	0.88454837	12.0	8.0	9.26605504587156	0.8845483150968039	1010	11088
5.0071656703948975	11	9.401869	0.79554623	12.0	8.0	9.401869158878505	0.7955461661693614	1006	12094
5.356921195983887	12	9.342592	0.80693793	12.0	8.0	9.342592592592593	0.8069379369066773	1009	13103
5.694511890411377	13	9.373832	0.7676078	12.0	8.0	9.373831775700934	0.7676078205002269	1003	14106
6.038244962692261	14	9.37963	0.88941926	13.0	8.0	9.37962962962963	0.889419209086725	1013	15119
6.376130819320679	15	9.183486	0.7800863	11.0	8.0	9.18348623853211	0.7800862997974795	1001	16120
6.744130611419678	16	9.266055	0.7374914	10.0	8.0	9.26605504587156	0.7374914315765648	1010	17130
7.15475869178772	17	9.45283	0.8370216	12.0	8.0	9.452830188679245	0.8370216231252391	1002	18132
7.530555009841919	18	9.383178	0.8162469	11.0	8.0	9.383177570093459	0.8162469368560018	1004	19136
7.904351711273193	19	9.305555	0.787146	11.0	8.0	9.305555555555555	0.7871459619613752	1005	20141
8.267696142196655	20	9.364486	0.8017798	13.0	8.0	9.36448598130841	0.8017798351225127	1002	21143
8.63218069076538	21	9.211009	0.7177103	11.0	8.0	9.211009174311927	0.7177103565360715	1004	22147
8.977075099945068	22	9.238532	0.7650518	11.0	8.0	9.238532110091743	0.7650518069500691	1007	23154
9.320261478424072	23	9.305555	0.7510282	11.0	8.0	9.305555555555555	0.7510281019219874	1005	24159
9.655892372131348	24	9.238532	0.8872086	12.0	8.0	9.238532110091743	0.887208616788006	1007	25166
