Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.7954952716827393	0	14.183099	5.48573	35.0	8.0	14.183098591549296	5.485730167366323	1007	1007
1.2770726680755615	1	24.452381	15.784566	89.0	9.0	24.452380952380953	15.784565066262225	1027	2034
1.63138747215271	2	18.75926	6.5005274	41.0	9.0	18.75925925925926	6.50052757171004	1013	3047
1.980255365371704	3	15.272727	7.7294116	52.0	8.0	15.272727272727273	7.729411468727264	1008	4055
2.3304238319396973	4	13.064935	4.100484	27.0	8.0	13.064935064935066	4.100483539233354	1006	5061
2.671943187713623	5	12.525	4.690349	36.0	8.0	12.525	4.690349134126371	1002	6063
3.012944221496582	6	11.076923	2.3168316	20.0	8.0	11.076923076923077	2.3168317189349468	1008	7071
3.367405891418457	7	10.6595745	2.4388402	20.0	8.0	10.659574468085106	2.4388399382605055	1002	8073
3.7258167266845703	8	10.923913	2.3230119	18.0	8.0	10.923913043478262	2.323011986213316	1005	9078
4.077139854431152	9	10.202021	1.9383415	22.0	8.0	10.202020202020202	1.9383414652623812	1010	10088
4.441717147827148	10	10.214286	1.8027756	18.0	8.0	10.214285714285714	1.8027756377319946	1001	11089
4.782150506973267	11	9.970297	1.3159754	14.0	8.0	9.970297029702971	1.3159753040548545	1007	12096
5.116002798080444	12	10.255102	1.8256184	17.0	8.0	10.255102040816327	1.8256182877164695	1005	13101
5.454604387283325	13	10.151515	1.5332255	18.0	8.0	10.151515151515152	1.5332255322028507	1005	14106
5.807699918746948	14	9.920792	1.2718052	13.0	8.0	9.92079207920792	1.2718052058084288	1002	15108
6.159881830215454	15	9.7378645	1.3791876	14.0	8.0	9.737864077669903	1.379187639384836	1003	16111
6.512763738632202	16	9.647619	1.121062	15.0	8.0	9.647619047619047	1.1210620167285454	1013	17124
6.876049041748047	17	9.619047	1.4167768	20.0	8.0	9.619047619047619	1.416776706410599	1010	18134
7.220245122909546	18	9.439252	1.0693485	15.0	8.0	9.439252336448599	1.0693483918046955	1010	19144
7.575385332107544	19	9.823529	1.4170653	16.0	8.0	9.823529411764707	1.4170652129533061	1002	20146
7.922098159790039	20	9.718447	1.1441491	13.0	8.0	9.718446601941748	1.1441491155461154	1001	21147
8.268791198730469	21	9.653846	1.0810361	14.0	8.0	9.653846153846153	1.0810361017350152	1004	22151
8.624059438705444	22	9.552381	1.00457	13.0	8.0	9.552380952380952	1.0045700561595623	1003	23154
8.95177698135376	23	9.5	1.048359	15.0	8.0	9.5	1.0483590051950644	1007	24161
9.310397863388062	24	9.490566	1.092386	15.0	8.0	9.49056603773585	1.0923860246135946	1006	25167
9.661877393722534	25	9.701923	1.4602411	20.0	8.0	9.701923076923077	1.4602410739610225	1009	26176
10.017743587493896	26	9.625	1.1534855	16.0	8.0	9.625	1.1534855205653196	1001	27177
10.375405311584473	27	9.580953	1.012126	13.0	8.0	9.58095238095238	1.0121260262292051	1006	28183
10.735008478164673	28	9.471698	0.9635581	13.0	8.0	9.471698113207546	0.9635581384757512	1004	29187
11.090360403060913	29	9.383178	1.0289716	15.0	8.0	9.383177570093459	1.028971538193738	1004	30191
11.40768313407898	30	9.420561	0.8969042	13.0	8.0	9.42056074766355	0.8969041580568281	1008	31199
11.753051280975342	31	9.509434	1.030161	13.0	8.0	9.50943396226415	1.0301610335636753	1008	32207
12.111294746398926	32	9.471698	0.91329324	13.0	8.0	9.471698113207546	0.913293306436298	1004	33211
12.470858335494995	33	9.364486	0.83601767	12.0	8.0	9.36448598130841	0.8360177452448148	1002	34213
12.830768346786499	34	9.305555	0.8103307	12.0	8.0	9.305555555555555	0.8103306747674901	1005	35218
13.179198503494263	35	9.411215	0.86417013	12.0	8.0	9.411214953271028	0.8641701873320995	1007	36225
13.527130842208862	36	9.364486	0.8471229	12.0	8.0	9.36448598130841	0.8471229303644605	1002	37227
13.888601779937744	37	9.509434	0.73002046	12.0	8.0	9.50943396226415	0.7300204574397396	1008	38235
14.362764358520508	38	9.528302	0.9235651	13.0	8.0	9.528301886792454	0.9235651509826729	1010	39245
14.744487762451172	39	9.364486	0.8471229	12.0	8.0	9.36448598130841	0.8471229303644605	1002	40247
15.07930326461792	40	9.490566	0.97366536	14.0	8.0	9.49056603773585	0.9736653469766543	1006	41253
15.439008474349976	41	9.561905	0.88289356	13.0	8.0	9.561904761904762	0.882893614082041	1004	42257
15.798319101333618	42	9.471698	0.933724	13.0	8.0	9.471698113207546	0.93372400238933	1004	43261
16.14241099357605	43	9.5	0.7678689	12.0	8.0	9.5	0.767868896042439	1007	44268
16.519218921661377	44	9.490566	0.90329874	12.0	8.0	9.49056603773585	0.9032988078177979	1006	45274
16.86381959915161	45	9.462264	0.7911602	12.0	8.0	9.462264150943396	0.7911602216125473	1003	46277
17.22017216682434	46	9.373832	0.8148547	12.0	8.0	9.373831775700934	0.8148546626443857	1003	47280
17.570778846740723	47	9.305555	0.7752936	12.0	8.0	9.305555555555555	0.7752936520529369	1005	48285
17.929009675979614	48	9.238532	0.776951	11.0	8.0	9.238532110091743	0.7769510223757845	1007	49292
18.273738622665405	49	9.35514	0.76430094	12.0	8.0	9.355140186915888	0.7643008710377897	1001	50293
